,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
67,67,2023-03-11,@,GSW,L,116,125,103.9,111.9,101.1,.110,.510,.553,42.5,65.1,8.1,12.3,,.535,14.0,13.0,.090,,.513,11.4,69.5,.089
68,68,2023-03-13,@,SAC,W,133,124,131.2,122.3,101.4,.256,.384,.695,48.9,58.0,2.0,7.4,,.669,11.1,14.3,.209,,.543,7.5,71.7,.106
69,69,2023-03-14,@,PHO,W,116,104,116.4,104.4,99.7,.435,.459,.573,52.9,60.0,8.0,8.3,,.541,10.6,28.3,.282,,.474,9.7,80.5,.147
70,70,2023-03-16,,IND,L,123,139,120.3,136.0,102.2,.292,.360,.612,51.2,55.3,4.9,7.8,,.590,10.7,20.9,.202,,.670,7.2,81.4,.093
71,71,2023-03-19,,TOR,W,118,111,121.4,114.2,97.2,.256,.549,.647,52.3,81.4,3.1,12.3,,.622,11.6,17.9,.195,,.515,6.3,80.9,.091
72,72,2023-03-22,,SAS,W,130,94,116.7,84.4,111.4,.245,.439,.599,54.0,47.1,9.0,7.4,,.597,12.1,20.8,.133,,.435,15.7,84.6,.140
73,73,2023-03-24,@,UTA,W,144,116,135.2,108.9,106.5,.162,.505,.679,49.5,76.4,5.6,17.2,,.667,10.2,22.5,.121,,.438,8.5,67.2,.240
74,74,2023-03-25,@,DEN,L,106,129,103.6,126.1,102.3,.239,.409,.545,45.5,66.7,6.8,3.8,,.494,9.3,8.9,.216,,.612,9.0,83.7,.225
75,75,2023-03-27,@,DET,W,126,117,127.6,118.5,98.7,.274,.474,.592,51.5,62.2,5.1,5.9,,.547,7.0,31.3,.232,,.484,8.5,71.4,.304
76,76,2023-03-29,@,IND,W,149,136,139.1,127.0,107.1,.323,.269,.702,64.2,48.3,4.7,7.0,,.677,14.5,42.4,.247,,.594,6.7,79.2,.158
77,77,2023-03-30,,BOS,L,99,140,99.1,140.2,99.9,.129,.426,.464,48.9,57.9,4.0,2.1,,.446,10.9,27.3,.089,,.681,7.4,81.1,.176
78,78,2023-04-02,,PHI,W,117,104,129.6,115.2,90.3,.263,.350,.656,53.8,60.9,8.9,9.8,,.638,9.2,21.9,.188,,.529,10.6,76.1,.138
79,79,2023-04-04,@,WAS,W,140,128,129.0,117.9,108.6,.315,.457,.668,57.1,66.0,5.5,9.7,,.668,14.7,26.7,.185,,.571,7.7,83.0,.152
80,80,2023-04-05,,CHI,W,105,92,111.0,97.3,94.6,.120,.500,.542,58.2,66.7,7.4,6.0,,.522,11.0,28.3,.098,,.500,14.6,88.9,.108
81,81,2023-04-07,,MEM,L,114,137,114.8,137.9,99.3,.120,.533,.589,46.3,71.4,5.0,5.9,,.571,14.9,25.0,.098,,.677,10.8,71.1,.118
82,82,2023-04-09,@,TOR,L,105,121,105.9,122.1,99.1,.256,.415,.575,45.8,73.7,5.0,3.2,,.537,13.3,15.6,.207,,.563,8.1,81.6,.147
