,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2021-10-20,@,NOP,W,117,97,44,85,.518,13,25,.520,16,20,.800,6,47,24,9,5,12,11,,39,93,.419,13,30,.433,6,9,.667,10,44,28,5,6,13,16
2,2,2021-10-22,,BRK,L,109,114,43,91,.473,14,36,.389,9,11,.818,5,35,17,8,9,8,21,,41,88,.466,12,38,.316,20,24,.833,11,47,26,6,6,12,16
3,3,2021-10-24,@,OKC,W,115,103,41,88,.466,17,41,.415,16,20,.800,12,47,25,4,9,12,17,,40,84,.476,8,31,.258,15,19,.789,6,42,24,9,4,11,17
4,4,2021-10-26,@,NYK,L,99,112,36,82,.439,12,41,.293,15,17,.882,12,40,24,9,4,14,14,,41,87,.471,16,37,.432,14,15,.933,13,45,24,7,5,12,18
5,5,2021-10-28,,DET,W,110,102,38,76,.500,12,27,.444,22,24,.917,6,46,22,7,9,20,23,,35,86,.407,13,39,.333,19,27,.704,10,37,22,11,4,12,22
6,6,2021-10-30,,ATL,W,122,94,46,86,.535,12,38,.316,18,19,.947,5,37,24,11,6,12,24,,36,95,.379,8,22,.364,14,19,.737,20,49,24,6,1,19,17
7,7,2021-11-01,,POR,W,113,103,43,83,.518,13,36,.361,14,16,.875,7,34,34,11,6,10,18,,40,84,.476,12,34,.353,11,18,.611,13,45,21,5,2,14,15
8,8,2021-11-03,,CHI,W,103,98,38,77,.494,12,28,.429,15,21,.714,5,35,24,9,4,14,15,,38,82,.463,6,21,.286,16,18,.889,9,47,19,11,4,15,17
9,9,2021-11-04,@,DET,W,109,98,41,83,.494,12,32,.375,15,22,.682,15,49,22,8,3,12,17,,35,87,.402,11,36,.306,17,19,.895,12,41,21,6,2,11,18
10,10,2021-11-06,@,CHI,W,114,105,43,81,.531,13,26,.500,15,19,.789,6,41,22,6,5,14,22,,37,92,.402,7,29,.241,24,30,.800,18,46,20,7,1,9,19
11,11,2021-11-08,,NYK,L,96,103,35,91,.385,13,40,.325,13,16,.813,12,47,20,7,6,8,13,,40,91,.440,13,40,.325,10,13,.769,14,55,25,4,4,13,18
12,12,2021-11-09,,MIL,L,109,118,42,103,.408,14,43,.326,11,12,.917,13,46,21,7,7,7,20,,44,95,.463,15,39,.385,15,21,.714,12,52,21,5,6,8,10
13,13,2021-11-11,,TOR,L,109,115,40,88,.455,11,34,.324,18,19,.947,9,39,29,8,8,12,16,,42,96,.438,14,33,.424,17,17,1.000,16,47,25,10,7,11,18
14,14,2021-11-13,@,IND,L,113,118,38,89,.427,12,23,.522,25,29,.862,18,46,16,11,2,14,22,,47,82,.573,14,28,.500,10,15,.667,7,37,33,7,10,15,21
15,15,2021-11-16,@,UTA,L,85,120,33,90,.367,6,29,.207,13,17,.765,6,42,19,5,5,8,16,,46,89,.517,16,38,.421,12,19,.632,6,56,27,5,8,9,20
16,16,2021-11-18,@,DEN,W,103,89,43,85,.506,11,29,.379,6,12,.500,6,45,22,5,7,9,18,,32,89,.360,12,36,.333,13,16,.813,10,46,22,6,4,10,14
17,17,2021-11-20,@,POR,L,111,118,41,81,.506,10,28,.357,19,21,.905,3,32,24,7,4,11,24,,40,80,.500,15,34,.441,23,23,1.000,5,38,23,6,7,12,21
18,18,2021-11-22,@,SAC,W,102,94,36,85,.424,9,32,.281,21,27,.778,11,45,19,9,6,7,20,,33,80,.413,7,31,.226,21,29,.724,11,49,17,4,0,13,19
19,19,2021-11-24,@,GSW,L,96,116,34,80,.425,8,28,.286,20,22,.909,8,41,17,10,7,19,22,,42,80,.525,15,38,.395,17,24,.708,4,41,32,7,5,16,21
20,20,2021-11-27,,MIN,L,120,121,39,93,.419,12,34,.353,30,39,.769,12,44,27,13,5,16,25,,48,96,.500,14,36,.389,11,16,.688,11,54,22,7,6,21,31
21,21,2021-11-29,,ORL,W,101,96,39,97,.402,10,33,.303,13,18,.722,12,55,24,7,6,10,19,,37,90,.411,8,33,.242,14,18,.778,8,55,20,7,6,12,21
22,22,2021-12-01,@,BOS,L,87,88,33,89,.371,8,31,.258,13,17,.765,8,46,20,7,9,7,17,,33,79,.418,11,28,.393,11,15,.733,4,46,18,5,8,13,15
23,23,2021-12-03,@,ATL,W,98,96,38,81,.469,9,22,.409,13,17,.765,6,40,22,8,5,11,24,,31,76,.408,10,28,.357,24,30,.800,11,47,20,5,3,14,20
24,24,2021-12-06,@,CHO,W,127,124,46,87,.529,15,36,.417,20,27,.741,8,49,28,6,9,15,19,,48,107,.449,16,46,.348,12,17,.706,13,42,31,6,6,8,18
25,25,2021-12-08,@,CHO,W,110,106,36,75,.480,13,34,.382,25,30,.833,8,36,23,6,4,15,21,,39,80,.488,10,29,.345,18,21,.857,8,35,22,7,4,18,24
26,26,2021-12-09,,UTA,L,96,118,38,88,.432,6,33,.182,14,15,.933,6,34,17,9,4,9,20,,43,91,.473,15,40,.375,17,24,.708,16,52,22,7,5,11,14
27,27,2021-12-11,,GSW,W,102,93,35,76,.461,9,27,.333,23,26,.885,5,44,19,7,5,11,16,,34,85,.400,12,48,.250,13,18,.722,10,42,21,5,5,13,22
28,28,2021-12-13,@,MEM,L,91,126,37,83,.446,4,22,.182,13,19,.684,5,38,22,5,10,15,19,,47,89,.528,14,34,.412,18,23,.783,11,50,29,12,6,9,20
29,29,2021-12-15,,MIA,L,96,101,35,79,.443,12,37,.324,14,17,.824,4,35,26,9,5,11,19,,35,78,.449,18,44,.409,13,17,.765,9,44,25,5,3,16,18
30,30,2021-12-16,@,BRK,L,105,114,39,89,.438,10,34,.294,17,20,.850,5,38,19,10,4,9,22,,44,89,.494,11,23,.478,15,16,.938,10,48,21,4,3,14,15
31,31,2021-12-20,@,BOS,W,108,103,36,72,.500,10,25,.400,26,31,.839,2,34,20,11,7,15,23,,38,82,.463,7,27,.259,20,25,.800,11,42,16,9,5,18,23
32,32,2021-12-23,,ATL,L,96,98,33,80,.413,6,27,.222,24,26,.923,8,38,20,8,7,8,13,,37,82,.451,7,24,.292,17,19,.895,11,46,20,5,4,10,19
33,33,2021-12-26,@,WAS,W,117,96,43,86,.500,12,31,.387,19,22,.864,10,50,25,6,8,12,23,,35,90,.389,8,33,.242,18,28,.643,14,43,22,6,1,8,18
34,34,2021-12-28,@,TOR,W,114,109,34,77,.442,14,30,.467,32,38,.842,8,42,23,6,4,8,18,,38,87,.437,15,41,.366,18,22,.818,9,43,24,7,5,10,24
35,35,2021-12-30,@,BRK,W,110,102,42,100,.420,13,32,.406,13,20,.650,14,43,22,10,4,7,20,,37,81,.457,7,27,.259,21,27,.778,12,52,21,4,9,17,22
36,36,2022-01-03,,HOU,W,133,113,50,96,.521,17,40,.425,16,17,.941,12,54,33,7,7,12,21,,37,89,.416,15,44,.341,24,33,.727,11,42,25,6,4,11,16
37,37,2022-01-05,@,ORL,W,116,106,43,85,.506,12,28,.429,18,24,.750,10,42,26,8,4,15,16,,40,90,.444,12,39,.308,14,20,.700,14,47,22,9,3,19,30
38,38,2022-01-07,,SAS,W,119,100,45,87,.517,8,23,.348,21,27,.778,12,49,28,7,4,13,18,,38,92,.413,9,30,.300,15,20,.750,11,39,22,6,6,12,21
39,39,2022-01-10,@,HOU,W,111,91,43,94,.457,10,35,.286,15,18,.833,14,47,23,14,7,14,21,,30,77,.390,13,42,.310,18,27,.667,7,39,18,8,7,20,11
40,40,2022-01-12,,CHO,L,98,109,34,73,.466,12,30,.400,18,28,.643,3,33,18,3,3,16,13,,46,89,.517,10,34,.294,7,8,.875,7,42,29,9,3,10,21
41,41,2022-01-14,,BOS,W,111,99,38,85,.447,14,41,.341,21,25,.840,7,40,26,12,4,9,19,,37,78,.474,11,31,.355,14,18,.778,7,44,20,4,4,20,21
42,42,2022-01-15,@,MIA,W,109,98,40,79,.506,13,32,.406,16,21,.762,6,43,24,5,5,15,22,,33,86,.384,9,35,.257,23,30,.767,12,43,24,10,4,10,18
43,43,2022-01-17,@,WAS,L,98,117,35,86,.407,7,26,.269,21,25,.840,10,42,19,9,3,12,26,,42,87,.483,9,30,.300,24,32,.750,9,49,25,7,6,12,18
44,44,2022-01-19,,ORL,W,123,110,45,83,.542,10,28,.357,23,27,.852,6,44,21,7,8,9,15,,40,90,.444,18,35,.514,12,16,.750,9,43,26,4,4,11,19
45,45,2022-01-21,,LAC,L,101,102,38,91,.418,10,28,.357,15,21,.714,13,44,23,7,3,7,17,,40,87,.460,11,32,.344,11,15,.733,10,49,21,5,0,10,21
46,46,2022-01-23,@,SAS,W,115,109,44,92,.478,7,16,.438,20,23,.870,13,47,22,5,3,10,19,,42,89,.472,10,30,.333,15,22,.682,12,43,30,4,5,8,15
47,47,2022-01-25,,NOP,W,117,107,39,84,.464,10,31,.323,29,31,.935,14,44,26,4,8,10,22,,40,83,.482,9,22,.409,18,26,.692,11,39,26,5,7,8,25
48,48,2022-01-27,,LAL,W,105,87,41,82,.500,13,35,.371,10,17,.588,3,41,30,8,5,14,14,,36,88,.409,6,29,.207,9,9,1.000,9,42,19,7,9,17,16
49,49,2022-01-29,,SAC,W,103,101,36,70,.514,12,30,.400,19,26,.731,3,36,24,8,3,17,17,,36,82,.439,12,35,.343,17,20,.850,10,43,24,9,2,13,21
50,50,2022-01-31,,MEM,W,122,119,49,100,.490,11,31,.355,13,15,.867,14,49,30,8,12,21,23,,47,102,.461,6,30,.200,19,28,.679,15,48,18,14,6,14,15
51,51,2022-02-02,,WAS,L,103,106,41,91,.451,11,27,.407,10,13,.769,10,41,23,2,4,4,20,,41,90,.456,9,22,.409,15,19,.789,15,52,25,1,5,8,14
52,52,2022-02-04,@,DAL,L,98,107,36,70,.514,9,27,.333,17,23,.739,6,36,23,5,5,13,22,,39,85,.459,10,34,.294,19,23,.826,11,40,22,8,0,10,18
53,53,2022-02-06,@,CHI,W,119,108,45,84,.536,12,24,.500,17,21,.810,4,38,29,5,5,9,17,,39,81,.481,7,26,.269,23,26,.885,6,38,21,3,4,8,19
54,54,2022-02-08,,PHO,L,109,114,41,89,.461,10,32,.313,17,18,.944,6,44,24,7,4,14,22,,43,95,.453,6,26,.231,22,24,.917,11,48,27,7,5,8,15
55,55,2022-02-11,,OKC,W,100,87,36,93,.387,7,26,.269,21,26,.808,15,55,19,7,10,11,16,,35,90,.389,6,35,.171,11,12,.917,11,52,21,6,8,15,21
56,56,2022-02-12,,CLE,W,103,93,38,79,.481,10,22,.455,17,21,.810,8,40,24,13,5,11,21,,36,77,.468,8,24,.333,13,15,.867,5,34,21,3,3,15,16
57,57,2022-02-15,,BOS,L,87,135,23,80,.288,8,32,.250,33,39,.846,12,40,17,7,2,9,17,,46,82,.561,25,45,.556,18,22,.818,7,51,28,2,10,9,25
58,58,2022-02-17,@,MIL,W,123,120,44,88,.500,12,34,.353,23,27,.852,9,46,21,2,2,12,23,,42,95,.442,14,44,.318,22,28,.786,12,44,20,5,1,7,22
59,59,2022-02-25,@,MIN,W,133,102,42,82,.512,19,39,.487,30,36,.833,6,42,30,10,0,11,23,,36,86,.419,9,39,.231,21,25,.840,9,41,23,4,1,16,27
60,60,2022-02-27,@,NYK,W,125,109,38,78,.487,10,33,.303,39,44,.886,5,43,28,13,5,10,26,,38,85,.447,11,33,.333,22,35,.629,12,47,21,6,2,18,24
