,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2021-10-21,,DAL,W,113,87,109.9,84.6,102.9,.096,.372,.577,52.4,68.9,7.8,18.0,,.559,11.7,13.0,.085,,.403,13.2,83.1,.129
2,2,2021-10-23,@,CLE,L,95,101,99.3,105.6,95.7,.152,.343,.450,50.0,52.6,5.2,4.9,,.434,7.9,28.8,.091,,.455,9.0,75.5,.225
3,3,2021-10-25,,DET,W,122,104,123.1,105.0,99.1,.233,.356,.615,57.6,52.2,11.1,5.2,,.578,11.6,28.6,.200,,.489,12.4,78.0,.165
4,4,2021-10-27,@,NOP,W,102,99,110.2,107.0,92.5,.177,.313,.493,55.6,52.5,4.3,7.0,,.458,9.6,37.5,.146,,.489,8.5,79.1,.086
5,5,2021-10-28,@,WAS,L,111,122,111.9,122.9,99.2,.159,.239,.589,45.7,54.2,4.0,4.6,,.580,12.1,14.0,.102,,.530,5.3,72.5,.172
6,6,2021-10-30,@,PHI,L,94,122,95.6,124.1,98.3,.200,.232,.455,57.0,66.7,6.1,2.1,,.421,15.5,38.5,.147,,.605,11.3,85.3,.209
7,7,2021-11-01,,WAS,W,118,111,126.3,118.8,93.4,.349,.410,.616,56.6,63.2,9.6,10.6,,.536,10.3,31.0,.349,,.552,11.4,82.9,.186
8,8,2021-11-03,@,BRK,L,108,117,108.5,117.5,99.6,.160,.372,.537,55.3,56.1,8.0,10.0,,.505,12.2,25.5,.138,,.614,13.0,85.1,.102
9,9,2021-11-04,,UTA,L,98,116,103.2,122.1,95.0,.317,.341,.524,41.0,51.4,11.6,10.0,,.470,8.8,11.6,.256,,.611,13.3,77.1,.210
10,10,2021-11-06,@,PHO,L,117,121,114.2,118.1,102.4,.237,.340,.546,54.3,42.9,2.9,2.2,,.500,10.1,27.5,.206,,.591,11.0,87.8,.193
11,11,2021-11-08,@,GSW,L,113,127,108.9,122.4,103.8,.317,.524,.605,47.3,55.3,5.8,4.2,,.567,16.2,9.4,.244,,.576,11.3,76.2,.228
12,12,2021-11-09,@,UTA,L,98,110,106.5,119.6,92.0,.118,.412,.548,42.1,59.5,6.5,11.6,,.541,11.0,14.3,.071,,.599,13.7,76.5,.160
13,13,2021-11-12,@,DEN,L,96,105,102.6,112.2,93.6,.226,.301,.469,50.5,52.6,2.1,9.1,,.435,7.3,26.4,.161,,.500,6.6,78.3,.167
14,14,2021-11-14,,MIL,W,120,100,125.6,104.7,95.6,.134,.361,.584,63.0,44.7,6.3,2.3,,.562,10.5,36.6,.113,,.536,10.8,90.0,.119
15,15,2021-11-15,,ORL,W,129,111,127.6,109.8,101.1,.376,.353,.651,52.9,68.1,9.9,13.5,,.635,10.0,23.7,.247,,.537,13.7,75.5,.095
