,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2021-10-19,@,MIL,L,104,127,37,84,.440,17,32,.531,13,23,.565,5,44,19,3,9,12,17,,48,105,.457,17,45,.378,14,18,.778,13,54,25,8,9,7,19
2,2,2021-10-22,@,PHI,W,114,109,41,88,.466,12,38,.316,20,24,.833,11,47,26,6,6,12,16,,43,91,.473,14,36,.389,9,11,.818,5,35,17,8,9,8,21
3,3,2021-10-24,,CHO,L,95,111,38,87,.437,9,35,.257,10,12,.833,9,44,18,10,8,17,19,,43,94,.457,10,30,.333,15,19,.789,10,48,26,10,5,12,17
4,4,2021-10-25,,WAS,W,104,90,40,94,.426,10,35,.286,14,17,.824,7,54,23,6,4,9,19,,33,95,.347,9,39,.231,15,20,.750,10,53,16,5,5,12,17
5,5,2021-10-27,,MIA,L,93,106,33,85,.388,14,43,.326,13,14,.929,4,42,21,7,7,15,24,,38,96,.396,8,29,.276,22,26,.846,17,62,21,6,2,14,19
6,6,2021-10-29,,IND,W,105,98,34,76,.447,6,26,.231,31,41,.756,10,50,20,9,6,18,21,,37,93,.398,8,29,.276,16,23,.696,11,46,20,9,7,14,27
7,7,2021-10-31,,DET,W,117,91,47,72,.653,13,25,.520,10,16,.625,2,41,30,7,2,19,19,,32,79,.405,12,33,.364,15,22,.682,7,29,21,12,3,15,18
8,8,2021-11-03,,ATL,W,117,108,43,88,.489,22,48,.458,9,12,.750,7,42,34,7,8,14,18,,41,94,.436,13,35,.371,13,15,.867,12,52,23,8,4,14,16
9,9,2021-11-05,@,DET,W,96,90,36,80,.450,11,27,.407,13,14,.929,4,45,25,3,4,16,21,,33,87,.379,11,34,.324,13,18,.722,7,44,17,11,6,13,22
10,10,2021-11-07,@,TOR,W,116,103,41,80,.513,17,38,.447,17,20,.850,12,48,29,3,0,15,15,,41,87,.471,7,30,.233,14,18,.778,8,35,23,10,6,8,16
11,11,2021-11-08,@,CHI,L,95,118,34,86,.395,11,33,.333,16,19,.842,6,42,19,6,7,14,16,,46,98,.469,9,31,.290,17,20,.850,15,56,21,8,5,9,17
12,12,2021-11-10,@,ORL,W,123,90,46,91,.505,16,37,.432,15,17,.882,8,49,29,8,5,15,18,,35,92,.380,4,33,.121,16,24,.667,12,49,19,10,3,17,18
13,13,2021-11-12,@,NOP,W,120,112,41,82,.500,18,34,.529,20,27,.741,7,34,27,9,4,12,20,,43,88,.489,13,32,.406,13,16,.813,12,43,26,6,5,15,26
14,14,2021-11-14,@,OKC,W,120,96,41,82,.500,18,43,.419,20,21,.952,7,44,31,8,3,13,15,,36,90,.400,14,45,.311,10,11,.909,10,44,20,9,2,14,22
15,15,2021-11-16,,GSW,L,99,117,34,88,.386,10,36,.278,21,27,.778,9,38,21,12,2,11,23,,41,79,.519,13,40,.325,22,28,.786,9,53,25,4,8,21,27
16,16,2021-11-17,,CLE,W,109,99,38,83,.458,12,32,.375,21,25,.840,8,47,29,7,3,11,20,,35,89,.393,11,44,.250,18,21,.857,12,50,20,9,1,13,17
17,17,2021-11-19,,ORL,W,115,113,41,91,.451,10,33,.303,23,25,.920,14,43,19,6,13,11,19,,40,89,.449,14,38,.368,19,25,.760,11,45,26,7,6,13,25
