,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2022-10-19,@,BRK,W,130,108,126.2,104.8,103.0,.245,.255,.575,61.0,62.0,8.7,7.1,,.549,9.6,41.2,.176,,.506,13.8,81.6,.202
2,2,2022-10-21,@,CHO,W,124,112,122.0,110.2,101.6,.416,.247,.589,58.9,54.8,8.9,11.1,,.517,12.5,36.6,.360,,.521,11.2,77.6,.113
3,3,2022-10-23,,UTA,L,121,122,112.6,113.5,97.4,.216,.265,.542,50.6,62.5,7.4,10.0,,.510,13.2,32.6,.167,,.505,12.7,67.4,.235
4,4,2022-10-25,,DAL,W,113,111,125.1,122.9,90.3,.237,.355,.673,41.3,56.8,7.8,7.0,,.658,14.3,13.3,.171,,.573,10.6,66.7,.207
5,5,2022-10-28,@,PHO,L,111,124,116.0,129.5,95.7,.256,.430,.580,41.3,65.8,10.4,1.7,,.529,12.0,21.4,.233,,.576,10.6,63.2,.196
6,6,2022-10-30,@,LAC,W,112,91,119.1,96.8,94.0,.086,.387,.580,56.2,69.6,9.6,2.1,,.575,9.4,27.9,.054,,.483,13.2,82.6,.093
7,7,2022-11-02,@,LAL,L,117,120,104.6,107.2,101.3,.206,.245,.526,47.7,74.5,8.9,8.1,,.500,10.5,19.6,.147,,.510,13.6,78.4,.204
8,8,2022-11-04,,GSW,W,114,105,116.4,107.2,97.9,.358,.358,.608,56.1,58.5,10.2,5.1,,.580,13.8,25.7,.247,,.577,21.2,90.3,.324
9,9,2022-11-05,@,ATL,L,121,124,107.3,109.9,102.2,.259,.213,.503,54.1,48.9,7.1,9.0,,.468,11.7,33.3,.185,,.500,10.2,76.9,.204
10,10,2022-11-07,@,IND,L,122,129,121.8,128.8,100.1,.175,.351,.584,48.9,66.7,7.0,10.5,,.567,8.7,27.1,.124,,.628,15.0,75.0,.244
11,11,2022-11-09,@,CHI,W,115,111,113.1,109.2,101.6,.429,.226,.576,58.8,47.6,7.9,8.3,,.518,13.8,31.0,.333,,.546,13.6,86.0,.184
12,12,2022-11-10,,POR,L,95,106,101.7,113.4,93.5,.304,.354,.530,49.5,57.6,3.2,9.8,,.481,16.0,20.5,.241,,.506,7.7,76.6,.235
13,13,2022-11-12,,HOU,W,119,106,120.3,107.2,98.9,.360,.337,.597,45.6,66.7,13.1,2.3,,.535,10.7,26.7,.314,,.582,23.0,70.6,.177
14,14,2022-11-15,,MEM,W,113,102,116.2,104.9,97.2,.132,.418,.587,45.7,72.1,2.1,14.0,,.571,9.4,15.9,.099,,.462,9.6,72.0,.185
15,15,2022-11-16,,CHI,W,124,110,127.6,113.2,97.2,.282,.388,.649,55.4,69.8,4.1,10.5,,.606,12.0,28.6,.247,,.556,11.1,82.9,.124
16,16,2022-11-18,,BOS,L,109,117,113.8,122.2,95.8,.149,.402,.588,44.6,55.8,13.6,7.7,,.569,10.6,16.7,.115,,.600,15.5,73.2,.176
17,17,2022-11-21,,GSW,W,128,83,125.3,81.2,102.2,.231,.462,.638,59.5,61.2,14.7,16.1,,.621,12.3,26.8,.165,,.446,24.0,90.7,.230
18,18,2022-11-23,@,SAS,W,129,110,121.6,103.7,106.1,.366,.402,.678,53.2,70.2,7.5,9.8,,.659,18.1,21.6,.256,,.541,15.6,81.0,.212
19,19,2022-11-25,@,MEM,L,111,132,111.1,132.1,99.9,.360,.360,.557,47.1,70.3,9.0,7.5,,.488,11.5,25.0,.314,,.615,12.0,69.8,.220
20,20,2022-11-28,,OKC,W,105,101,105.3,101.3,99.7,.230,.368,.548,51.0,53.8,12.0,14.8,,.500,18.7,32.6,.207,,.435,15.7,66.0,.228
21,21,2022-11-30,,TOR,W,126,108,119.4,102.3,105.5,.302,.384,.647,63.4,62.2,9.5,8.0,,.605,17.0,30.8,.256,,.540,14.2,93.0,.148
22,22,2022-12-02,@,SAS,W,117,99,114.5,96.9,102.2,.283,.457,.566,52.0,62.5,8.8,8.5,,.500,8.0,20.4,.272,,.444,10.3,81.1,.122
23,23,2022-12-04,,DEN,W,121,106,121.8,106.7,99.4,.444,.321,.625,45.6,70.7,10.1,10.0,,.574,9.4,15.0,.346,,.556,17.2,76.9,.198
24,24,2022-12-07,,DET,W,104,98,104.2,98.2,99.8,.271,.318,.547,54.3,53.8,8.0,18.8,,.506,15.9,22.7,.212,,.472,11.0,83.3,.144
25,25,2022-12-09,,PHO,W,128,117,129.2,118.1,99.1,.389,.300,.607,54.3,58.7,10.1,2.4,,.556,9.5,31.0,.311,,.628,14.9,79.5,.105
26,26,2022-12-11,,PHO,W,129,124,123.9,119.1,94.3,.326,.291,.656,50.6,62.0,9.6,4.5,,.628,13.2,23.3,.244,,.529,11.1,65.5,.124
27,27,2022-12-13,@,UTA,L,100,121,95.1,115.1,105.2,.355,.290,.465,42.2,67.6,11.4,5.4,,.419,13.7,27.3,.237,,.549,14.9,59.6,.078
28,28,2022-12-15,@,UTA,L,129,132,120.4,123.2,97.0,.283,.303,.579,52.7,51.1,7.5,13.3,,.535,12.6,36.5,.232,,.554,12.9,73.2,.326
29,29,2022-12-17,@,PHO,L,114,118,121.8,126.0,93.6,.169,.390,.689,50.7,60.0,2.1,11.9,,.675,16.2,13.8,.130,,.560,7.5,76.2,.301
30,30,2022-12-19,,MIL,L,119,128,115.7,124.5,102.8,.242,.455,.543,50.0,71.4,8.8,0.0,,.515,12.0,32.1,.172,,.636,15.2,77.1,.309
31,31,2022-12-22,,SAS,W,126,117,124.1,115.2,101.6,.297,.374,.612,51.1,56.8,9.8,9.7,,.555,14.2,34.8,.275,,.528,14.3,68.2,.244
32,32,2022-12-23,@,OKC,W,128,125,109.0,106.4,106.4,.426,.394,.573,53.9,73.2,8.5,6.0,,.505,15.8,26.0,.351,,.525,13.7,80.8,.176
33,33,2022-12-26,,IND,W,113,93,117.5,96.7,96.2,.267,.444,.562,60.0,73.2,10.4,12.5,,.522,12.2,34.8,.211,,.476,12.4,86.4,.169
34,34,2022-12-28,,MIN,W,119,118,117.8,116.8,101.0,.531,.284,.595,55.1,56.4,5.9,7.4,,.549,11.5,23.1,.370,,.566,10.2,87.2,.289
35,35,2022-12-30,,PHI,W,127,116,129.3,118.1,98.2,.450,.388,.663,55.4,44.2,14.2,7.3,,.631,11.1,21.2,.325,,.653,17.5,90.6,.240
36,36,2022-12-31,@,MEM,L,101,116,96.0,110.2,105.2,.396,.330,.473,46.9,50.0,5.7,6.3,,.396,15.1,27.8,.319,,.538,14.3,70.5,.185
37,37,2023-01-02,@,PHI,L,111,120,113.2,122.4,98.0,.238,.345,.598,58.3,61.9,3.1,11.8,,.565,15.5,26.3,.190,,.564,8.4,84.8,.267
38,38,2023-01-04,,HOU,W,119,108,121.8,110.6,97.7,.292,.427,.592,54.3,61.0,6.1,12.0,,.539,12.2,32.6,.258,,.511,11.5,75.0,.205
39,39,2023-01-06,,BRK,L,102,108,107.3,113.6,95.1,.284,.330,.515,54.3,45.7,7.4,7.7,,.466,13.2,29.8,.227,,.524,11.3,78.7,.224
40,40,2023-01-07,@,DAL,L,117,127,114.1,123.8,102.6,.372,.309,.535,53.0,57.8,13.7,8.9,,.505,9.9,30.6,.234,,.655,15.8,85.3,.405
41,41,2023-01-09,@,WAS,W,132,112,130.4,110.6,101.2,.333,.280,.619,54.3,49.0,8.9,10.4,,.581,7.8,28.6,.258,,.598,18.2,82.1,.171
42,42,2023-01-11,@,BOS,L,114,125,117.0,128.3,97.4,.195,.345,.603,39.8,48.9,5.1,8.5,,.580,8.7,9.3,.149,,.566,8.1,72.5,.242
43,43,2023-01-13,@,DET,W,116,110,110.3,104.6,105.2,.349,.360,.585,53.3,69.0,6.7,5.0,,.552,13.9,18.6,.244,,.517,11.4,85.1,.189
