,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2022-10-19,@,MIN,L,108,115,38,99,.384,14,45,.311,18,22,.818,16,57,22,6,6,13,26,,39,94,.415,10,38,.263,27,33,.818,14,55,25,6,5,14,21
2,2,2022-10-22,@,DEN,L,117,122,42,94,.447,15,38,.395,18,23,.783,10,47,29,10,5,12,27,,42,85,.494,20,38,.526,18,31,.581,9,46,33,5,6,18,21
3,3,2022-10-23,,MIN,L,106,116,41,94,.436,9,41,.220,15,21,.714,11,42,24,7,4,11,15,,46,88,.523,10,34,.294,14,22,.636,12,54,24,9,3,15,17
4,4,2022-10-25,,LAC,W,108,94,42,110,.382,4,30,.133,20,25,.800,21,60,19,12,8,5,13,,35,83,.422,10,31,.323,14,18,.778,7,47,21,5,14,18,18
5,5,2022-10-27,,LAC,W,118,110,47,95,.495,17,38,.447,7,8,.875,13,36,27,10,4,11,21,,44,82,.537,9,28,.321,13,18,.722,10,44,21,6,5,19,17
6,6,2022-10-29,@,DAL,W,117,111,44,89,.494,5,25,.200,24,31,.774,9,47,25,9,6,15,29,,38,95,.400,8,40,.200,27,34,.794,12,49,17,8,5,16,30
7,7,2022-11-01,,ORL,W,116,108,45,95,.474,10,34,.294,16,20,.800,8,36,28,13,9,15,17,,39,87,.448,10,29,.345,20,20,1.000,12,49,20,7,10,24,14
8,8,2022-11-03,,DEN,L,110,122,45,93,.484,6,29,.207,14,19,.737,10,40,19,9,5,10,19,,45,84,.536,18,31,.581,14,16,.875,8,47,32,5,2,18,15
9,9,2022-11-05,@,MIL,L,94,108,36,84,.429,12,35,.343,10,16,.625,9,38,22,6,3,15,18,,38,90,.422,17,47,.362,15,17,.882,18,55,23,7,6,18,16
